Protocol Name	Sample ID	Cell line	Cell Type	NF2 status	AC50 (uM)	CRC	Max Resp	Log AC50 (M)	Sample Name	AUC	AUC Fit	Gene Symbol
s-nf2-syn1-1	NCGC00263226-01	Syn1	menangioma	NF2 expressing 		4	127.214		BAY-60-7550	565.92	567.636	PDE2A
s-nf2-syn1-1	NCGC00263227-01	Syn1	menangioma	NF2 expressing 	18.654798	-2.2	39.621	-4.7292	BAY-41-8543	418.548	418.818	GUCY1A2
s-nf2-syn1-1	NCGC00263228-01	Syn1	menangioma	NF2 expressing 		4	94.1		FASN BI	515.246	513.839	FAS
s-nf2-syn1-1	NCGC00263229-01	Syn1	menangioma	NF2 expressing 	37.221216	-3	74.299	-4.4292	GSK837149A	507.407	506.135	FAS
s-nf2-syn1-1	NCGC00263230-01	Syn1	menangioma	NF2 expressing 		4	106.466		FASN MRK	535.645	534.847	FAS
s-nf2-syn1-1	NCGC00263231-01	Syn1	menangioma	NF2 expressing 		4	87.782		PDHK RIKEN	500.383	501.494	PDK2
s-nf2-syn1-1	NCGC00263232-01	Syn1	menangioma	NF2 expressing 		4	86.064		GLS968	496.534		GLS
s-nf2-syn1-1	NCGC00263233-01	Syn1	menangioma	NF2 expressing 	20.931028	-2.2	48.296	-4.6792	IPFK2	496.32	496.909	PFKFB2
s-nf2-syn1-1	NCGC00263234-01	Syn1	menangioma	NF2 expressing 		4	82.184		IDH-001	498.007	495.836	IDH1
s-nf2-syn1-1	NCGC00263235-01	Syn1	menangioma	NF2 expressing 		4	121.015		ACC1 BMS	620.551	618.863	ACACA
s-nf2-syn1-1	NCGC00263236-01	Syn1	menangioma	NF2 expressing 		4	108.726		SM-164	620.019	618.634	XIAP
s-nf2-syn1-1	NCGC00263237-01	Syn1	menangioma	NF2 expressing 		4	75.949		JZL-184	445.684	443.408	MGLL
s-nf2-syn1-1	NCGC00263238-01	Syn1	menangioma	NF2 expressing 	7.426609	-1.1	4.885	-5.1292	Withaferin A	503.578	503.822	NFKB1
s-nf2-syn1-1	NCGC00263239-02	Syn1	menangioma	NF2 expressing 		4	126.734		FMK	628.021	627.245	RPS6KA1
s-nf2-syn1-1	NCGC00263265-01	Syn1	menangioma	NF2 expressing 		4	111.112		ASR-isobudimer-SO2Ph-4-CH2OC(O)NMe2	567.504	566.252	
s-nf2-syn1-1	NCGC00263268-01	Syn1	menangioma	NF2 expressing 		4	118.616		BTM-2C-dimer ketone	578.252		
s-nf2-syn1-1	NCGC00263270-01	Syn1	menangioma	NF2 expressing 	20.931028	-2.2	83.055	-4.6792	BTM-2C-dimer allyl oxime	545.567	546.352	
s-nf2-syn1-1	NCGC00263271-02	Syn1	menangioma	NF2 expressing 	0.23485	-1.4	72.024	-6.6292	Alisertib	397.925	398.366	AURKA
s-nf2-syn1-1	NCGC00263280-01	Syn1	menangioma	NF2 expressing 		4	114.343		Ac-SAH-p53-8	557.753	553.892	HSPA2
s-nf2-syn1-1	NCGC00263281-01	Syn1	menangioma	NF2 expressing 		4	113.301		GSK-1995010	503.313	503.082	FAS
s-nf2-syn1-1	NCGC00263521-02	Syn1	menangioma	NF2 expressing 		4	122.551		Deflazacort	567.556	566.605	
s-nf2-syn1-1	NCGC00263522-02	Syn1	menangioma	NF2 expressing 	9.349547	-2.2	70.203	-5.0292	Dutasteride	450.429	451.503	SRD5A1
s-nf2-syn1-1	NCGC00263527-02	Syn1	menangioma	NF2 expressing 		4	84.565		Isepamicin	500.646	499.134	
s-nf2-syn1-1	NCGC00263531-03	Syn1	menangioma	NF2 expressing 		4	107.106		Linezolid	590.795	590.586	
s-nf2-syn1-1	NCGC00263532-03	Syn1	menangioma	NF2 expressing 		4	80.999		Olopatadine hydrochloride	472.957	471.646	
s-nf2-syn1-1	NCGC00263539-03	Syn1	menangioma	NF2 expressing 		4	87.785		Ziprasidone hydrochloride	479.871	478.793	HTR2A
s-nf2-syn1-1	NCGC00263544-02	Syn1	menangioma	NF2 expressing 	1.481803	-1.4	77.47	-5.8292	Dexrazoxane hydrochloride	438.861	438.842	TOP2A
s-nf2-syn1-1	NCGC00263553-02	Syn1	menangioma	NF2 expressing 	0.01049	1.2	128.727	-7.9792	StemRegenin 1	568.817	569.387	AHR
s-nf2-syn1-1	NCGC00263555-02	Syn1	menangioma	NF2 expressing 		4	81.528		Spautin-1	502.692	501.685	USP10
s-nf2-syn1-1	NCGC00263564-02	Syn1	menangioma	NF2 expressing 	16.626107	-2.4	61.964	-4.7792	Levosimendan	437.93	436.903	
s-nf2-syn1-1	NCGC00263565-02	Syn1	menangioma	NF2 expressing 		4	96.02		Gestodene	558.304	555.306	PGR
s-nf2-syn1-1	NCGC00263566-03	Syn1	menangioma	NF2 expressing 		4	92.594		Oteracil potassium	491.62	492.241	
s-nf2-syn1-1	NCGC00263606-03	Syn1	menangioma	NF2 expressing 	8.332792	-1.2	49.867	-5.0792	Tubastatin A	390.1	393.168	HDAC6
s-nf2-syn1-1	NCGC00263617-05	Syn1	menangioma	NF2 expressing 	4.685874	-1.1	9.078	-5.3292	M344	390.594	390.103	HDAC1
s-nf2-syn1-1	NCGC00263621-02	Syn1	menangioma	NF2 expressing 	1.177038	-1.2	38.426	-5.9292	I-BET762	373.42	373.22	BRD4
s-nf2-syn1-1	NCGC00263694-01	Syn1	menangioma	NF2 expressing 		4	108.419		Kartogenin	550.598	551.208	
s-nf2-syn1-1	NCGC00263858-03	Syn1	menangioma	NF2 expressing 		4	83.114		Carboplatin	473.359	472.682	
s-nf2-syn1-1	NCGC00263884-03	Syn1	menangioma	NF2 expressing 		4	95.637		Zolmitriptan	510.211	510.273	HTR1B
s-nf2-syn1-1	NCGC00263918-04	Syn1	menangioma	NF2 expressing 	1.049036	-1.1	14.162	-5.9792	Epirubicin hydrochloride	378.99	377.681	TOP2A
s-nf2-syn1-1	NCGC00263944-01	Syn1	menangioma	NF2 expressing 		4	97.359		Kanamycin	559.094	557.039	
s-nf2-syn1-1	NCGC00263967-03	Syn1	menangioma	NF2 expressing 		4	108.673		Alendronate	536.106		PTP4A1
s-nf2-syn1-1	NCGC00264052-01	Syn1	menangioma	NF2 expressing 		4	110.971		Hyodeoxycholic acid (HDCA)	484.395	485.353	
s-nf2-syn1-1	NCGC00270540-03	Syn1	menangioma	NF2 expressing 		4	116.031		Miglitol	547.197	546.414	GAA
s-nf2-syn1-1	NCGC00271415-02	Syn1	menangioma	NF2 expressing 		4	97.265		Rifaximin	542.483	541.852	NR1I2
s-nf2-syn1-1	NCGC00271534-03	Syn1	menangioma	NF2 expressing 		4	92.321		Nateglinide	449.706	450.654	
s-nf2-syn1-1	NCGC00271596-04	Syn1	menangioma	NF2 expressing 		4	119.683		Exemestane	581.71		CYP19A1
s-nf2-syn1-1	NCGC00273984-03	Syn1	menangioma	NF2 expressing 	9.349547	-2.2	67.889	-5.0292	SB-747651-A	557.255	557.436	MAPK11
s-nf2-syn1-1	NCGC00273985-03	Syn1	menangioma	NF2 expressing 		4	107.118		Wyeth Cot inhibitor-2	581.833		MAP3K8
s-nf2-syn1-1	NCGC00274030-01	Syn1	menangioma	NF2 expressing 	0.117704	-1.2	50.583	-6.9292	BGJ-398	387.58	386.33	
s-nf2-syn1-1	NCGC00274038-01	Syn1	menangioma	NF2 expressing 	1.177038	-1.2	64.708	-5.9292	AZ-TAK1 Inhibitor	482.44	480.101	MAP3K7
s-nf2-syn1-1	NCGC00274061-01	Syn1	menangioma	NF2 expressing 		4	111.216		Trilostane	541.71	541.566	ESR1
s-nf2-syn1-1	NCGC00274062-01	Syn1	menangioma	NF2 expressing 		4	78.001		LY335979 trihydrochloride	420.396	422.598	
s-nf2-syn1-1	NCGC00274063-01	Syn1	menangioma	NF2 expressing 	16.626107	-2.4	61.874	-4.7792	Pimobendan hydrochloride	415.683	414.29	PDE3A
s-nf2-syn1-1	NCGC00274064-01	Syn1	menangioma	NF2 expressing 		4	114.141		Dexamethasone valerate	522.143	522.681	
s-nf2-syn1-1	NCGC00274065-01	Syn1	menangioma	NF2 expressing 		4	123.877		Desonide	584.665	583.788	
s-nf2-syn1-1	NCGC00274067-01	Syn1	menangioma	NF2 expressing 		4	106.647		Eltrombopag	578.66	577.455	MPL
s-nf2-syn1-1	NCGC00274068-02	Syn1	menangioma	NF2 expressing 		4	103.179		Itraconazole	479.286		
s-nf2-syn1-1	NCGC00343768-01	Syn1	menangioma	NF2 expressing 		4	97.437		Rabusertib	462.604		CHEK1
s-nf2-syn1-1	NCGC00343773-01	Syn1	menangioma	NF2 expressing 		4	123.127		YW3-56	519.71	518.863	PADI1
s-nf2-syn1-1	NCGC00344053-01	Syn1	menangioma	NF2 expressing 	0.002348	1.4	79.961	-8.6292	purmorphamine	468.829	469.108	
s-nf2-syn1-1	NCGC00344081-02	Syn1	menangioma	NF2 expressing 		4	89.121		STF-62247	465.468		
s-nf2-syn1-1	NCGC00344391-02	Syn1	menangioma	NF2 expressing 		4	88.952		TM-30089	555.35	555.354	PTGDR2
s-nf2-syn1-1	NCGC00344505-01	Syn1	menangioma	NF2 expressing 		4	85.721		Calindol	430.59	431.442	CASR
s-nf2-syn1-1	NCGC00344506-01	Syn1	menangioma	NF2 expressing 	11.770382	-2.4	83.416	-4.9292	Manoalide	501.303	500.808	
s-nf2-syn1-1	NCGC00344507-02	Syn1	menangioma	NF2 expressing 	33.173444	-3	45.609	-4.4792	Calhex-231	440.865	440.949	CASR
s-nf2-syn1-1	NCGC00344508-01	Syn1	menangioma	NF2 expressing 	16.626107	-2.2	12.426	-4.7792	NPS-R568	393.923	395.469	CASR
s-nf2-syn1-1	NCGC00344509-01	Syn1	menangioma	NF2 expressing 	0.742661	-1.4	62.005	-6.1292	AC-265347	399.137	398.67	CASR
s-nf2-syn1-1	NCGC00344510-02	Syn1	menangioma	NF2 expressing 	16.626107	-2.4	88.826	-4.7792	NPS-2143	538.473	536.794	CASR
s-nf2-syn1-1	NCGC00344511-02	Syn1	menangioma	NF2 expressing 		4	85.256		SB612111	486.432	486.933	
s-nf2-syn1-1	NCGC00344512-01	Syn1	menangioma	NF2 expressing 		4	87.671		Cyprodime	478.196	480.84	
s-nf2-syn1-1	NCGC00344513-01	Syn1	menangioma	NF2 expressing 		4	100.573		J113397	462.218	461.401	OPRL1
s-nf2-syn1-1	NCGC00344515-02	Syn1	menangioma	NF2 expressing 		4	109.684		Piperaquine	558.485	560.506	
s-nf2-syn1-1	NCGC00344549-02	Syn1	menangioma	NF2 expressing 		4	105.669		Oxandrolone	571.651	574.223	
s-nf2-syn1-1	NCGC00344550-02	Syn1	menangioma	NF2 expressing 		4	113.819		Stanozolol	553.336		
s-nf2-syn1-1	NCGC00344564-02	Syn1	menangioma	NF2 expressing 		4	118.829		Diosmin	504.486	501.575	AHR
s-nf2-syn1-1	NCGC00344588-01	Syn1	menangioma	NF2 expressing 	5.257637	-2.2	21.645	-5.2792	I-BET151	389.911	385.817	BRD4
s-nf2-syn1-1	NCGC00344622-02	Syn1	menangioma	NF2 expressing 	20.931028	-2.4	39.398	-4.6792	SGC0946	417.634	415.493	
s-nf2-syn1-1	NCGC00344623-02	Syn1	menangioma	NF2 expressing 		4	96.03		UNC1215	520.654	519.667	
s-nf2-syn1-1	NCGC00344625-02	Syn1	menangioma	NF2 expressing 		4	123.036		IOX2	571.203		HIF1A
s-nf2-syn1-1	NCGC00344630-01	Syn1	menangioma	NF2 expressing 	5.899165	-2.1	12.049	-5.2292	Marizomib	392.45	392.017	PSMD1
s-nf2-syn1-1	NCGC00344764-01	Syn1	menangioma	NF2 expressing 	16.626107	-2.2	65.558	-4.7792	CPI-613	485.823	486.388	
s-nf2-syn1-1	NCGC00344990-01	Syn1	menangioma	NF2 expressing 	5.899165	-1.1	13.63	-5.2292	NCGC00344990-01	440.25	440.89	ITK
s-nf2-syn1-1	NCGC00344999-01	Syn1	menangioma	NF2 expressing 	2.63506	-1.1	35.492	-5.5792	NCGC00344999-01	461.845	462.528	ITK
s-nf2-syn1-1	NCGC00345018-01	Syn1	menangioma	NF2 expressing 		4	118.242		D-159687	549.378	547.691	PDE4A
s-nf2-syn1-1	NCGC00345022-02	Syn1	menangioma	NF2 expressing 	4.685874	-2.2	46.302	-5.3292	IDE-2	415.969	414.965	
s-nf2-syn1-1	NCGC00345024-01	Syn1	menangioma	NF2 expressing 	0.093495	-1.2	50.093	-7.0292	GSK3 Inhibitor	348.077	348.365	GSK3B
s-nf2-syn1-1	NCGC00345056-01	Syn1	menangioma	NF2 expressing 		4	104.853		Vidofludimus	503.169		DHODH
s-nf2-syn1-1	NCGC00345082-01	Syn1	menangioma	NF2 expressing 	18.654798	-2.2	64.177	-4.7292	KHS101	479.126	478.329	
s-nf2-syn1-1	NCGC00345083-01	Syn1	menangioma	NF2 expressing 	7.426609	-1.2	31.245	-5.1292	Stauprimide	394.628	394.497	
s-nf2-syn1-1	NCGC00345084-01	Syn1	menangioma	NF2 expressing 	18.654798	-2.4	68.634	-4.7292	Robotnikinin	423.516	423.14	SHH
s-nf2-syn1-1	NCGC00345085-01	Syn1	menangioma	NF2 expressing 	4.685874	-1.4	83.406	-5.3292	(-)-Indolactam V	496.49	493.201	
s-nf2-syn1-1	NCGC00345173-01	Syn1	menangioma	NF2 expressing 	16.626107	-2.1	16.784	-4.7792	GSK525768	450.608	449.906	
s-nf2-syn1-1	NCGC00345447-02	Syn1	menangioma	NF2 expressing 	0.186548	-1.2	33.857	-6.7292	3-Methyladenine	410.454	406.974	PIK3CA
s-nf2-syn1-1	NCGC00345461-02	Syn1	menangioma	NF2 expressing 	16.626107	-2.1	35.784	-4.7792	Gandotinib	517.89	517.816	JAK2
s-nf2-syn1-1	NCGC00345492-02	Syn1	menangioma	NF2 expressing 		4	108.123		PCI-34051	518.96		HDAC8
s-nf2-syn1-1	NCGC00345539-02	Syn1	menangioma	NF2 expressing 	0.742661	-1.1	9.796	-6.1292	Dacinostat	361.303	358.903	HDAC1
s-nf2-syn1-1	NCGC00345739-02	Syn1	menangioma	NF2 expressing 	14.818033	-2.2	63.58	-4.8292	KH-CB19	450.803	449.225	CLK1
s-nf2-syn1-1	NCGC00345781-01	Syn1	menangioma	NF2 expressing 	10.490364	-1.2	49.837	-4.9792	NSC-678515	496.076	501.111	
s-nf2-syn1-1	NCGC00345782-01	Syn1	menangioma	NF2 expressing 	0.023485	-1.1	18.656	-7.6292	CHS-828	239.842	238.86	IKBKB
s-nf2-syn1-1	NCGC00345783-01	Syn1	menangioma	NF2 expressing 	11.770382	-2.4	72.842	-4.9292	17_-hydroxy Wortmannin	442.602	441.691	PIK3CA
s-nf2-syn1-1	NCGC00345784-01	Syn1	menangioma	NF2 expressing 	0.468587	-1.2	28.431	-6.3292	PF-3758309	309.024	308.005	PAK4
s-nf2-syn1-1	NCGC00345785-01	Syn1	menangioma	NF2 expressing 		4	107.232		Eprosartan mesylate	508.516	507.271	AGT
s-nf2-syn1-1	NCGC00345786-01	Syn1	menangioma	NF2 expressing 	18.654798	-2.2	72.303	-4.7292	Compound 7	523.492	523.635	HDAC6
s-nf2-syn1-1	NCGC00345789-01	Syn1	menangioma	NF2 expressing 		4	107.89		ABT-199	558.279	558.187	BCL2
s-nf2-syn1-1	NCGC00345790-01	Syn1	menangioma	NF2 expressing 		4	112.694		Laropiprant	556.308	556.475	PTGDR
s-nf2-syn1-1	NCGC00345791-01	Syn1	menangioma	NF2 expressing 	13.206586	-2.2	36.549	-4.8792	ASP-3026	450.369	451.014	ALK
s-nf2-syn1-1	NCGC00345792-01	Syn1	menangioma	NF2 expressing 		4	111.525		AN2728	519.057	518.491	PDE4A
s-nf2-syn1-1	NCGC00345793-01	Syn1	menangioma	NF2 expressing 	0.934955	-1.2	18.198	-6.0292	EMD-1214063	333.864	333.538	MET
s-nf2-syn1-1	NCGC00345794-01	Syn1	menangioma	NF2 expressing 	3.317344	-1.4	74.254	-5.4792	MLN-4924	475.257	463.12	NAE1
s-nf2-syn1-1	NCGC00345795-01	Syn1	menangioma	NF2 expressing 	16.626107	-2.2	80.338	-4.7792	AZD-5363	521.676	520.938	AKT1
s-nf2-syn1-1	NCGC00345796-01	Syn1	menangioma	NF2 expressing 	0.037221	-1.2	31.994	-7.4292	GSK-2636771	276.677	276.411	PIK3CB
s-nf2-syn1-1	NCGC00345797-01	Syn1	menangioma	NF2 expressing 		4	107.711		AP-761	556.439	556.263	PTGDR2
s-nf2-syn1-1	NCGC00345798-01	Syn1	menangioma	NF2 expressing 	1.481803	-1.2	66.51	-5.8292	BMS-911543	402.032	402.951	JAK2
s-nf2-syn1-1	NCGC00345799-01	Syn1	menangioma	NF2 expressing 	0.833279	-1.1	4.847	-6.0792	Oprozomib	302.682	300.43	PSMD1
s-nf2-syn1-1	NCGC00345800-01	Syn1	menangioma	NF2 expressing 	33.173444	-3	37.794	-4.4792	CVT-6883	520.201	518.623	ADORA2B
s-nf2-syn1-1	NCGC00345801-01	Syn1	menangioma	NF2 expressing 	20.931028	-2.4	89.887	-4.6792	AP-768	554.54	554.85	PTGDR2
s-nf2-syn1-1	NCGC00345802-01	Syn1	menangioma	NF2 expressing 	14.818033	-2.2	58.931	-4.8292	ACY-1215	500.801	500.766	HDAC6
s-nf2-syn1-1	NCGC00345803-01	Syn1	menangioma	NF2 expressing 	1.662611	-1.2	51.804	-5.7792	AVN-944	480.88	480.3	IMPDH1
s-nf2-syn1-1	NCGC00345804-01	Syn1	menangioma	NF2 expressing 	16.626107	-2.2	72.054	-4.7792	ARRY-162	487.899	486.096	MAP2K1
s-nf2-syn1-1	NCGC00345805-01	Syn1	menangioma	NF2 expressing 		4	110.941		STX-0119	525.165	522.421	STAT3
s-nf2-syn1-1	NCGC00345807-01	Syn1	menangioma	NF2 expressing 		4	101.634		CAA0225	549.326	545.95	CTSL1
s-nf2-syn1-1	NCGC00345808-01	Syn1	menangioma	NF2 expressing 	11.770382	-2.2	38.78	-4.9292	BP-1-102	465.53	464.46	STAT3
s-nf2-syn1-1	NCGC00345809-01	Syn1	menangioma	NF2 expressing 	0.23485	-1.2	52.214	-6.6292	RGB-286147	425.163	425.387	CDK1
s-nf2-syn1-1	NCGC00345810-01	Syn1	menangioma	NF2 expressing 	23.485	-3	57.548	-4.6292	Tetrahydrouridine	476.654	477.583	CDA
s-nf2-syn1-1	NCGC00345811-01	Syn1	menangioma	NF2 expressing 	14.818033	-2.2	56.305	-4.8292	LLL-12	478.499	478.483	STAT3
s-nf2-syn1-1	NCGC00345812-01	Syn1	menangioma	NF2 expressing 	11.770382	-3	131.124	-4.9292	Ingenol mebutate	585.799	579.509	PRKCA
s-nf2-syn1-1	NCGC00345813-01	Syn1	menangioma	NF2 expressing 		4	127.668		Icaritin	554.52	551.572	
s-nf2-syn1-1	NCGC00345815-01	Syn1	menangioma	NF2 expressing 	9.349547	-2.1	6.895	-5.0292	MG-115	378.333	381.081	PSMD1
s-nf2-syn1-1	NCGC00345816-01	Syn1	menangioma	NF2 expressing 	0.589917	-1.4	72.831	-6.2292	GM-1489	407.792	406.96	MMP1
s-nf2-syn1-1	NCGC00345817-01	Syn1	menangioma	NF2 expressing 	3.317344	-1.2	47.002	-5.4792	GM-6001	391.237	391.095	MMP1
s-nf2-syn1-1	NCGC00345818-01	Syn1	menangioma	NF2 expressing 		4	118.633		Ximelagatran	536.445	536.259	
s-nf2-syn1-1	NCGC00345819-01	Syn1	menangioma	NF2 expressing 		4	113.77		Estetrol	522.743	519.563	ESR1
s-nf2-syn1-1	NCGC00345821-01	Syn1	menangioma	NF2 expressing 		4	82.379		AG-13958	526.321	529.316	FLT1
s-nf2-syn1-1	NCGC00345822-01	Syn1	menangioma	NF2 expressing 	0.331734	-1.2	55.235	-6.4792	Akt-I-1	398.129	397.971	AKT1
s-nf2-syn1-1	NCGC00345823-01	Syn1	menangioma	NF2 expressing 	14.818033	-2.2	59.594	-4.8292	"Akt-I-1,2"	443.949	443.258	AKT1
s-nf2-syn1-1	NCGC00345824-01	Syn1	menangioma	NF2 expressing 		4	82.588		BMS-2	467.304	468.041	MET
s-nf2-syn1-1	NCGC00345825-01	Syn1	menangioma	NF2 expressing 	2.63506	-1.2	19.125	-5.5792	BMS-3	370.632	369.867	LIMK1
s-nf2-syn1-1	NCGC00345826-01	Syn1	menangioma	NF2 expressing 		4	86.99		CC-401	439.859	441.443	MAPK8
s-nf2-syn1-1	NCGC00345828-01	Syn1	menangioma	NF2 expressing 		4	113.676		Merck 5	559.567		JAK1
s-nf2-syn1-1	NCGC00345829-01	Syn1	menangioma	NF2 expressing 		4	140.33		PD-173955	616.461	612.416	SRC
s-nf2-syn1-1	NCGC00345830-01	Syn1	menangioma	NF2 expressing 		4	129.958		PD-173955 Analogue 1	562.728	564.677	SRC
s-nf2-syn1-1	NCGC00345831-01	Syn1	menangioma	NF2 expressing 		4	104.803		SB-242235	520.255		MAPK14
s-nf2-syn1-1	NCGC00345832-01	Syn1	menangioma	NF2 expressing 		4	111.646		SD-06	547.279		MAPK14
s-nf2-syn1-1	NCGC00345833-01	Syn1	menangioma	NF2 expressing 	14.818033	-2.2	64.069	-4.8292	SR-3677	505.921	503.18	ROCK2
s-nf2-syn1-1	NCGC00345834-01	Syn1	menangioma	NF2 expressing 		4	128.067		TAK-715	572.075	571.317	MAPK14
s-nf2-syn1-1	NCGC00345836-01	Syn1	menangioma	NF2 expressing 	5.257637	-1.2	57.05	-5.2792	SMI-4a	471.176	470.957	PIM1
s-nf2-syn1-1	NCGC00345837-01	Syn1	menangioma	NF2 expressing 	0.525764	-1.1	21.995	-6.2792	GNE-490	336.953	335.811	PIK3CA
s-nf2-syn1-1	NCGC00345838-01	Syn1	menangioma	NF2 expressing 	0.372212	-1.2	26.389	-6.4292	GNE-493	336.213	335.308	PIK3CA
s-nf2-syn1-1	NCGC00345839-01	Syn1	menangioma	NF2 expressing 		4	91.349		Baricitinib	548.948	546.343	JAK2
s-nf2-syn1-1	NCGC00345840-01	Syn1	menangioma	NF2 expressing 	8.332792	-1.1	4.235	-5.0792	Merck-22-6	410.247	407.375	AKT1
s-nf2-syn1-1	NCGC00345841-01	Syn1	menangioma	NF2 expressing 		4	120.093		S-99	587.074		MAP3K5
s-nf2-syn1-1	NCGC00345842-01	Syn1	menangioma	NF2 expressing 		4	94.306		GSK-25	541.033	538.491	ROCK1
s-nf2-syn1-1	NCGC00345843-01	Syn1	menangioma	NF2 expressing 	20.931028	-2.2	42.682	-4.6792	AMG-25	436.424	437.302	KIT
s-nf2-syn1-1	NCGC00345844-01	Syn1	menangioma	NF2 expressing 		4	105.426		Bayer-18	533.463		TYK2
s-nf2-syn1-1	NCGC00345845-01	Syn1	menangioma	NF2 expressing 	1.86548	-1.2	36.741	-5.7292	TG-89	371.022	370.271	JAK2
s-nf2-syn1-1	NCGC00345846-01	Syn1	menangioma	NF2 expressing 	3.722122	-1.2	12.843	-5.4292	TG-46	340.108	339.49	JAK2
s-nf2-syn1-1	NCGC00345847-01	Syn1	menangioma	NF2 expressing 	0.166261	1.4	108.911	-6.7792	JNJ-38158471	481.822	479.68	FLT1
s-nf2-syn1-1	NCGC00345848-01	Syn1	menangioma	NF2 expressing 	9.349547	-1.4	79.182	-5.0292	AMG-1	470.642	469.272	MET
s-nf2-syn1-1	NCGC00345849-01	Syn1	menangioma	NF2 expressing 	2.956586	-1.2	29.753	-5.5292	NIBR-17	382.091	382.338	PIK3CA
s-nf2-syn1-1	NCGC00345850-01	Syn1	menangioma	NF2 expressing 	2.3485	-1.2	28.676	-5.6292	AS-602801	392.998	390.906	MAPK8
s-nf2-syn1-1	NCGC00345851-01	Syn1	menangioma	NF2 expressing 	0.295659	-1.1	24.526	-6.5292	GNE-477	331.173	330.41	PIK3CA
s-nf2-syn1-1	NCGC00345852-01	Syn1	menangioma	NF2 expressing 	1.177038	-1.2	48.72	-5.9292	BS-194	462.239	461.453	CDK1
s-nf2-syn1-1	NCGC00345853-01	Syn1	menangioma	NF2 expressing 		4	92.137		JNJ-28312141	553.729	555.204	CSF1R
s-nf2-syn1-1	NCGC00345854-01	Syn1	menangioma	NF2 expressing 		4	95.872		CEP-33779	533.506	532.531	JAK2
s-nf2-syn1-1	NCGC00345855-01	Syn1	menangioma	NF2 expressing 	18.654798	-2.2	83.002	-4.7292	GPLG-0634	558.812	557.655	JAK1
s-nf2-syn1-1	NCGC00345856-01	Syn1	menangioma	NF2 expressing 		4	80.963		AZD-26	481.453	481.33	AKT1
s-nf2-syn1-1	NCGC00345857-01	Syn1	menangioma	NF2 expressing 	37.221216	-2.4	90.682	-4.4292	CGI-1746	562.176	563.008	BTK
s-nf2-syn1-1	NCGC00345858-01	Syn1	menangioma	NF2 expressing 		4	99.666		Takeda-6d	510.094	508.611	FLT1
s-nf2-syn1-1	NCGC00345881-02	Syn1	menangioma	NF2 expressing 		4	90.576		Conivaptan hydrochloride	476.938		AVPR1A
s-nf2-syn1-1	NCGC00346096-02	Syn1	menangioma	NF2 expressing 		4	93.016		GSK429286A	538.525	534.844	ROCK1
s-nf2-syn1-1	NCGC00346304-02	Syn1	menangioma	NF2 expressing 	18.654798	-2.3	27.852	-4.7292	L-779450	478.985	481.57	BRAF
s-nf2-syn1-1	NCGC00346431-01	Syn1	menangioma	NF2 expressing 		4	78.226		Omigapil	418.062	417.349	GAPDH
s-nf2-syn1-1	NCGC00346433-01	Syn1	menangioma	NF2 expressing 		4	87.168		Peramivir	412.034	412.323	
s-nf2-syn1-1	NCGC00346434-01	Syn1	menangioma	NF2 expressing 		4	101.5		Imipenem	460.899	463.781	
s-nf2-syn1-1	NCGC00346435-01	Syn1	menangioma	NF2 expressing 	3.722122	-1.2	37.846	-5.4292	Niraparib	382.602	380.296	PARP1
s-nf2-syn1-1	NCGC00346436-01	Syn1	menangioma	NF2 expressing 	5.257637	-1.2	68.77	-5.2792	CCT-241533	493.505	502.281	CHEK2
s-nf2-syn1-1	NCGC00346437-01	Syn1	menangioma	NF2 expressing 	1.147058	-1.2	68.4	-5.9404	Vosaroxin	509.262	509.254	TOP2A
s-nf2-syn1-1	NCGC00346438-01	Syn1	menangioma	NF2 expressing 	5.257637	-1.4	68.349	-5.2792	Retaspimycin	502.904	500.184	HSP90AB1
s-nf2-syn1-1	NCGC00346439-01	Syn1	menangioma	NF2 expressing 		4	103.139		Diclofensine	525.26	524.868	SLC6A3
s-nf2-syn1-1	NCGC00346440-01	Syn1	menangioma	NF2 expressing 		4	112.781		Sumanirole maleate	544.624	544.453	DRD2
s-nf2-syn1-1	NCGC00346441-01	Syn1	menangioma	NF2 expressing 	2.956586	-1.2	55.834	-5.5292	ABC-294640	475.517	472.46	SPHK2
s-nf2-syn1-1	NCGC00346443-01	Syn1	menangioma	NF2 expressing 		4	131.829		Rupintrivir	591.727	591.882	
s-nf2-syn1-1	NCGC00346444-01	Syn1	menangioma	NF2 expressing 		4	90.557		VE-821	470.653	472.359	ATR
s-nf2-syn1-1	NCGC00346447-01	Syn1	menangioma	NF2 expressing 	0.833279	-1.1	34.563	-6.0792	D-106669	412.518	413.094	PIK3CA
s-nf2-syn1-1	NCGC00346448-01	Syn1	menangioma	NF2 expressing 	11.770382	-2.4	78.219	-4.9292	Tariquidar	486.031	483.317	
s-nf2-syn1-1	NCGC00346449-01	Syn1	menangioma	NF2 expressing 	9.349547	-2.2	61.301	-5.0292	Parogrelil	459.635	459.535	PDE5A
s-nf2-syn1-1	NCGC00346450-01	Syn1	menangioma	NF2 expressing 	3.317344	-1.1	31.6	-5.4792	Triciribine phosphate	461.812	458.4	AKT1
s-nf2-syn1-1	NCGC00346453-01	Syn1	menangioma	NF2 expressing 	14.818033	-2.2	33.181	-4.8292	BMS-754807	477.841	477.28	IGFR1
